id,start_times,end_times,transcript
Module_25_Primary_and_secondary_17,119929,129380,"Well, while doing data collection a researcher has to dig written records pertaining to research area. "
Module_25_Primary_and_secondary_18,129380,137340,"These written records may be official publications of government and academic institutions, research "
Module_25_Primary_and_secondary_19,137340,144970,"finding, historical facts and written records and other non-government information sources "
Module_25_Primary_and_secondary_20,144970,146820,pertaining to research plan. 
Module_25_Primary_and_secondary_21,146820,150451,"Well, research has to refer various sources of data. "
Module_25_Primary_and_secondary_22,150451,158050,Data may be collected through available material and original data. 
Module_25_Primary_and_secondary_23,158050,165140,It may be grabbed through primary and secondary data sources and bibliographical and field 
Module_25_Primary_and_secondary_24,165140,172210,data sources are referred where ever available on the basis of requirement. 
Module_25_Primary_and_secondary_25,172210,177910,"Well, we will discuss now about the various type of data sources. "
Module_25_Primary_and_secondary_26,177910,182700,"Well, sources of data are divided into mainly two groups. "
Module_25_Primary_and_secondary_27,182700,188320,First is primary sources of data and secondary is secondary sources. 
Module_25_Primary_and_secondary_28,188320,196690,"A good researcher, planner starts data collection through accessing secondary sources firstly. "
Module_25_Primary_and_secondary_29,196690,203250,Secondary sources give pre-determined and pre-approved directions to research. 
Module_25_Primary_and_secondary_30,203250,211420,"Well, previous research and established facts strengthen the base of research which keep "
Module_25_Primary_and_secondary_31,211420,217360,research reliable and free from ambiguity. 
Module_25_Primary_and_secondary_32,217360,220570,"Primary data sources, now we will discuss about it. "
Module_25_Primary_and_secondary_33,220570,223290,Data collection is a tedious task. 
Module_25_Primary_and_secondary_34,223290,228490,Researcher must have clarity about the times of data sources. 
Module_25_Primary_and_secondary_35,228490,233770,Primary sources are also called direct sources of data collection. 
Module_25_Primary_and_secondary_36,233770,244620,"Well, primary data plays a very vital role in empirical and experimental research. "
Module_25_Primary_and_secondary_37,244620,254310,Investigator has to formulate questions pertaining to research field before collection primary data sources. 
Module_25_Primary_and_secondary_38,254310,262540,"Primary data is collected through various ways- it may be interview, observation, questionnaire, "
Module_25_Primary_and_secondary_39,262540,265460,case study and survey method. 
Module_25_Primary_and_secondary_40,265460,268020,We are going to discuss about them. 
Module_25_Primary_and_secondary_41,268020,273900,"Well, primary sources of data collection as you can see in the screen could be interview, "
Module_25_Primary_and_secondary_42,273900,276010,"questionnaire, observation and survey. "
Module_25_Primary_and_secondary_43,276010,281180,"Well, interview method, now we will discuss about this method. "
Module_25_Primary_and_secondary_44,281180,289120,Interview is face to face interpersonal situation in which one person known as interviewer ask 
Module_25_Primary_and_secondary_45,289120,298190,"the person being interviews known as respondent, questions, designs to get answers pertained "
Module_25_Primary_and_secondary_46,298190,301150,to the purpose of research problems. 
Module_25_Primary_and_secondary_47,301150,309970,"Well, interview is a method of collection of primary data by investigator from the respondent "
Module_25_Primary_and_secondary_48,309970,315560,personally or through any means of communication. 
Module_25_Primary_and_secondary_49,315560,322490,Interview method may further be categorized into various sub methods. 
Module_25_Primary_and_secondary_50,322490,327920,First is personal interview and telephonic interview. 
Module_25_Primary_and_secondary_51,327920,332430,"Well, these are the two categories which we discuss now. "
Module_25_Primary_and_secondary_52,332430,340530,"Personal interview, under personal interview investigators collect responses from respondent "
Module_25_Primary_and_secondary_53,340530,342230,by personal contact. 
Module_25_Primary_and_secondary_54,342230,350500,"Well, investigator has to formulate a record sheet containing questions pertaining to research. "
Module_25_Primary_and_secondary_55,350500,360750,"Well, face to face questions are asked and recorded by the investigator directly in the record sheet. "
Module_25_Primary_and_secondary_56,360750,369200,Personal interview is the most commonly used an authentic method of collection of primary data.  
Module_25_Primary_and_secondary_57,369200,374450,"Then, we have telephonic interview method as well. "
Module_25_Primary_and_secondary_58,374450,381280,"On the other side, telephonic interview is also used to collect primary data, well, respondent "
Module_25_Primary_and_secondary_59,381280,392060,are connected through telephone for collecting and recording responses against the questions already framed. 
Module_25_Primary_and_secondary_60,392060,400830,Telephonic interview method is used where respondent are resident of distinct places. 
Module_25_Primary_and_secondary_61,400830,409470,"Generally, the respondents are approached for appointment for interviewer under this method. "
Module_25_Primary_and_secondary_62,409470,416669,"Well, this method is used to save time of collection of primary data. "
Module_25_Primary_and_secondary_63,416669,425810,Interview method has a number of advantages in research to collect primary source of data. 
Module_25_Primary_and_secondary_64,425810,430090,Interview is a flexible method of data collection. 
Module_25_Primary_and_secondary_65,430090,439270,It is flexible in asking questions and can be altered as per respondent understanding 
Module_25_Primary_and_secondary_66,439270,442490,of language and words. 
Module_25_Primary_and_secondary_67,442490,445830,It is a direct method and more reliable. 
Module_25_Primary_and_secondary_68,445830,449810,It is more clear and easy to explain. 
Module_25_Primary_and_secondary_69,449810,458250,Rate of response from the respondent is very high as compared to other methods. 
Module_25_Primary_and_secondary_70,458250,467199,Personal and confidential information can only be collected through interview method. 
Module_25_Primary_and_secondary_71,467199,475940,"Well, a class of respondents that is children, literates and persons with special ability "
Module_25_Primary_and_secondary_72,475940,482910,and persona… personally disabled are more comfortable to give response through this method. 
Module_25_Primary_and_secondary_73,482910,493070,Interview method is the source of data collection which gives more accurate data response with 
Module_25_Primary_and_secondary_74,493070,497780,eliminating personal barriers. 
Module_25_Primary_and_secondary_75,497780,504600,"Observation – Well, observation is another method of collection of primary data through "
Module_25_Primary_and_secondary_76,504600,513330,"watching, noticing, receiving and recording observational facts of a group of population "
Module_25_Primary_and_secondary_77,513330,519589,or controlled respondent doing some specific nature of activities. 
Module_25_Primary_and_secondary_78,519589,529180,"Well, this method is used to record or observe real time responses by noticing activities "
Module_25_Primary_and_secondary_79,529180,538519,or respondent of particular subject field or on the basis of area of study. 
Module_25_Primary_and_secondary_80,538519,545029,Observation method may be scientific observation or social science observation. 
Module_25_Primary_and_secondary_81,545029,554160,Under scientific observation various relational responses of chemical and other substances 
Module_25_Primary_and_secondary_82,554160,557769,are recorded by the researchers. 
Module_25_Primary_and_secondary_83,557769,565819,"Under social science observation method habits, natura… nature, daily routine or working "
Module_25_Primary_and_secondary_84,565819,571889,style is of a group of responses are observed and recorded. 
Module_25_Primary_and_secondary_85,571889,577910,"Well, observation is a process of acquiring knowledge through the sense of organ that "
Module_25_Primary_and_secondary_86,577910,587100,"is directly through the sensory organ like eyes, ears, nose, etcetera. "
Module_25_Primary_and_secondary_87,587100,594310,But it is sometimes more as it involves an element of interference also. 
Module_25_Primary_and_secondary_88,594310,603480,"In other word, seeing and looking are purely sensory behavior whereas observation is sensory "
Module_25_Primary_and_secondary_89,603480,607589,behavior plus intellectual participation. 
Module_25_Primary_and_secondary_90,607589,614790,"Observ… method, observation method of collection of primary data may be categorized in various "
Module_25_Primary_and_secondary_91,614790,622360,"types, structured or unstructured observation, participant and non-participant observation "
Module_25_Primary_and_secondary_92,622360,628500,and controlled and uncontrolled observation. 
Module_25_Primary_and_secondary_93,628500,632829,"Structured and unstructured observation – Now, we will discuss about it. "
Module_25_Primary_and_secondary_94,632829,639929,Structured observation method includes already defined parameters and variables which have 
Module_25_Primary_and_secondary_95,639929,645629,to be observed by the investigator during the course of observation. 
Module_25_Primary_and_secondary_96,645629,654389,"However, under unstructured observation there are no much fixed variables. "
Module_25_Primary_and_secondary_97,654389,664600,Investigators observes the respondents and any behavior activity is recorded during the course of time. 
Module_25_Primary_and_secondary_98,664600,673220,Participant and non-participant observation – A participant observation method involves 
Module_25_Primary_and_secondary_99,673220,679439,active participation of an investigator in the observed group of people. 
Module_25_Primary_and_secondary_100,679439,689230,"Well, investigator participates in all professional social routine and religious activity of the "
Module_25_Primary_and_secondary_101,689230,692839,respondent group as active member. 
Module_25_Primary_and_secondary_102,692839,702709,Variables under research problem are observed and noted by investigator with real-time participation 
Module_25_Primary_and_secondary_103,702709,706999,in the activities of a group under observed. 
Module_25_Primary_and_secondary_104,706999,715769,Under non-participation observation method investigator only investigates the group under 
Module_25_Primary_and_secondary_105,715769,722589,observation without getting involved in the activities of a group. 
Module_25_Primary_and_secondary_106,722589,730800,Investigator records requisite responses of the group from outside over viewing only under 
Module_25_Primary_and_secondary_107,730800,734930,non-participant method of primary data collection. 
Module_25_Primary_and_secondary_108,734930,740230,"Now, we will discuss about the controlled and uncontrolled observation. "
Module_25_Primary_and_secondary_109,740230,745800,"Well, controlled observation is another method of collection of primary data. "
Module_25_Primary_and_secondary_110,745800,752660,Under this metho… method a social condition or scientific situations are created for observed 
Module_25_Primary_and_secondary_111,752660,758420,group to find behavior and habitual activities of the respondents. 
Module_25_Primary_and_secondary_112,758420,771129,Two or more groups are observed and compared for noticing and recording of responses under controlled environment. 
Module_25_Primary_and_secondary_113,771129,780950,Under uncontrolled observation natural condition is provided to the respondent to notice their behavior study. 
Module_25_Primary_and_secondary_114,780950,784179,Observation method of primary data collection has various advantages. 
Module_25_Primary_and_secondary_115,784179,787239,"Well, it serves a formulated research purpose. "
Module_25_Primary_and_secondary_116,787239,796199,It is a plan systematically method with general propositions. 
Module_25_Primary_and_secondary_117,796199,805259,"It is a real-time recording of behavior, habits and responses of respondents under natural "
Module_25_Primary_and_secondary_118,805259,807989,or controlled environment. 
Module_25_Primary_and_secondary_119,807989,817899,Observation method is suitable to collect data of scientific as well social science research. 
Module_25_Primary_and_secondary_120,817899,823499,"Questionnaire method – Well, questionnaire method is most common used method of collection "
Module_25_Primary_and_secondary_121,823499,828929,of primary data under research methodology. 
Module_25_Primary_and_secondary_122,828929,837170,Questionnaire is a tool used to collect data from respondent by personal contact or by 
Module_25_Primary_and_secondary_123,837170,844700,sending print questionnaires through post or electronic mail sent to the respondent 
Module_25_Primary_and_secondary_124,844700,847230,through email category. 
Module_25_Primary_and_secondary_125,847230,857410,"Well, questionnaire refers to a device for securing answers to questions by using a form "
Module_25_Primary_and_secondary_126,857410,861329,which the respondent fill himself. 
Module_25_Primary_and_secondary_127,861329,869389,Structured questionnaire with optional responses in a documentary form are circulated among 
Module_25_Primary_and_secondary_128,869389,874549,respondent for getting responses pertaining to the research problem. 
Module_25_Primary_and_secondary_129,874549,879519,Questionnaire contain question related to research problems. 
Module_25_Primary_and_secondary_130,879519,888209,"A questionnaire method may be structured questionnaire, non-structured questionnaire, open ended questionnaire, "
Module_25_Primary_and_secondary_131,888209,893130,close ended questionnaire and mixed questionnaire. 
Module_25_Primary_and_secondary_132,893130,899610,Structured questionnaire – Structured questionnaire is a well-planned and prepared in advance 
Module_25_Primary_and_secondary_133,899610,906829,"containing definition, concrete and predefined questions. "
Module_25_Primary_and_secondary_134,906829,915060,Questions are arranged in a well-structured manner for correlating question in various sections. 
Module_25_Primary_and_secondary_135,915060,923920,Questions are prefixed and only set of questions asked in a written format are liable to answers by the respondents. 
Module_25_Primary_and_secondary_136,923920,932850,"Well, structu… structured questionnaire are used to send by post or through email system. "
Module_25_Primary_and_secondary_137,932850,936089,"Now, we will discuss about the non-structured questionnaire. "
Module_25_Primary_and_secondary_138,936089,943679,"Well, non-structured questionnaire is used as an introductory questionnaire having skeleton "
Module_25_Primary_and_secondary_139,943679,945060,structure of the questions. 
Module_25_Primary_and_secondary_140,945060,950490,Questions are framed by face to face interviewing method. 
Module_25_Primary_and_secondary_141,950490,958430,Non-structured question is used to collect primary data through face to face interviewing method. 
Module_25_Primary_and_secondary_142,958430,965379,"Moreover, most of the questions are framed by investigator during the period or course "
Module_25_Primary_and_secondary_143,965379,969399,of interviewing under this method. 
Module_25_Primary_and_secondary_144,969399,974559,"Open ended questionnaire – Well, this form of questionnaire in open ended questionnaire "
Module_25_Primary_and_secondary_145,974559,982570,is a questionnaire used in collection of data where respondent is free to write their response in writings. 
Module_25_Primary_and_secondary_146,982570,988459,Responses are recorded at the place given for each question. 
Module_25_Primary_and_secondary_147,988459,998490,"It is used to collect comments, experiments, experiences, views and reviews of responses. "
Module_25_Primary_and_secondary_148,998490,1003569,Responses are free to give feedback in their own language. 
Module_25_Primary_and_secondary_149,1003569,1010959,"Closed questionnaire – On the other hand, closed ended questionnaires contains question "
Module_25_Primary_and_secondary_150,1010959,1012870,with multiple options. 
Module_25_Primary_and_secondary_151,1012870,1020209,Closed ended questionnaire is used to collect answer or responses of audience among the 
Module_25_Primary_and_secondary_152,1020209,1024140,options already designated by the investigator. 
Module_25_Primary_and_secondary_153,1024140,1035419,This method is used to facilitate uniformity among responses for easy comparison and more analytical results. 
Module_25_Primary_and_secondary_154,1035419,1043350,"However, respondents have no option to write their own views under these methods. "
Module_25_Primary_and_secondary_155,1043350,1051500,"Mixed questionnaire – Well, mixed questionnaire is a combination of open ended and closed ended questionnaire. "
Module_25_Primary_and_secondary_156,1051500,1059830,"Under this questionnaire, questions are provided with multiple options to choose among along "
Module_25_Primary_and_secondary_157,1059830,1066549,with option to explain if not available in given option. 
Module_25_Primary_and_secondary_158,1066549,1076640,Mixed question is most useful type of questionnaire which give maximum flexibility to response to respondents. 
Module_25_Primary_and_secondary_159,1076640,1083990,"Well, questionnaire method has a number of advantages, investigators receives credible "
Module_25_Primary_and_secondary_160,1083990,1088450,information in written form from respondents. 
Module_25_Primary_and_secondary_161,1088450,1095250,Respondents are free to opt or write their responses with sufficient time limit. 
Module_25_Primary_and_secondary_162,1095250,1105120,Questionnaire based responses may be received from remote places through email. 
Module_25_Primary_and_secondary_163,1105120,1110490,This method is more useful where the research field is very vast. 
Module_25_Primary_and_secondary_164,1110490,1113200,This is not an expensive method. 
Module_25_Primary_and_secondary_165,1113200,1122880,The anonymity of respondent is safeguarded under questionnaire method of primary data collection. 
Module_25_Primary_and_secondary_166,1122880,1127669,Another method is survey method. 
Module_25_Primary_and_secondary_167,1127669,1135920,Survey is a rich research method of investigating by direct observation of a phenomena or collection 
Module_25_Primary_and_secondary_168,1135920,1141120,"of information through interview, questionnaire, etcetera. "
Module_25_Primary_and_secondary_169,1141120,1148730,"Survey method is used for collection of primary data for social, demogra… demographic opt… "
Module_25_Primary_and_secondary_170,1148730,1153950,opinions and attitudes pertaining to spec… specific respondents. 
Module_25_Primary_and_secondary_171,1153950,1162340,The main objectives of survey method are to collect and make available data about social 
Module_25_Primary_and_secondary_172,1162340,1169059,problems and to describe social phenomena and to study the social conditions and the 
Module_25_Primary_and_secondary_173,1169059,1176789,relationship between two and more social phenomena or social behavior as it is. 
Module_25_Primary_and_secondary_174,1176789,1184269,"So, survey method is further classified into following types, general and specific survey, "
Module_25_Primary_and_secondary_175,1184269,1190529,"regular and adhoc survey, primary and final survey and census and sample survey. "
Module_25_Primary_and_secondary_176,1190529,1195159,"Now, we’ll discuss about the categories of survey method. "
Module_25_Primary_and_secondary_177,1195159,1201529,"General and specific survey – Well, general survey is the collection information about "
Module_25_Primary_and_secondary_178,1201529,1209159,an individual human or an organization or an institution with no specific objectives. 
Module_25_Primary_and_secondary_179,1209159,1216760,The primary purpose of general survey is to collection general information without send… 
Module_25_Primary_and_secondary_180,1216760,1222210,setting predominated questions and format. 
Module_25_Primary_and_secondary_181,1222210,1229350,"On the other side, specific survey method is referred to collect specific or predetermined "
Module_25_Primary_and_secondary_182,1229350,1235700,information on the basis of already set questions based on the research problem. 
Module_25_Primary_and_secondary_183,1235700,1243870,The data rele… relevant to research problem and its solutions only are collected under 
Module_25_Primary_and_secondary_184,1243870,1246519,specific category of method. 
Module_25_Primary_and_secondary_185,1246519,1252269,Regular and adhoc survey – It is another form of a survey method. 
Module_25_Primary_and_secondary_186,1252269,1259350,Regular survey is a method of collection of data supporting research at a regular interval. 
Module_25_Primary_and_secondary_187,1259350,1269510,"Well, survey is done regularly on performed at regular interview interval under this method. "
Module_25_Primary_and_secondary_188,1269510,1276600,Adhoc survey is another method of collection of primary data under which survey is performed 
Module_25_Primary_and_secondary_189,1276600,1281690,in a specific condition but not regularly. 
Module_25_Primary_and_secondary_190,1281690,1292760,"It is a con… conducted, it is conducted to test hypothesis or supplement other researchers. "
Module_25_Primary_and_secondary_191,1292760,1302130,"Preliminary and final survey – Well, preliminary survey is a survey conducted to collect primary "
Module_25_Primary_and_secondary_192,1302130,1310909,information abou… before starting actual survey with a view to conduct pilot study. 
Module_25_Primary_and_secondary_193,1310909,1321169,It is done in advance to collect advance information about the field of research prior to start a research study. 
Module_25_Primary_and_secondary_194,1321169,1327500,"Well, preliminary survey is useful for research design and making necessary changes in it. "
Module_25_Primary_and_secondary_195,1327500,1338059,"On the other side, final survey is a method to conduct a survey immediately before finalization "
Module_25_Primary_and_secondary_196,1338059,1344990,of research study with a view of testing of hypothesis and data validation. 
Module_25_Primary_and_secondary_197,1344990,1351260,Final survey is performed in condition where population response changes at a very fast 
Module_25_Primary_and_secondary_198,1351260,1354070,rate with a change in time. 
Module_25_Primary_and_secondary_199,1354070,1363970,It is also played a greater role where testing of hypothesis requires more responses at the 
Module_25_Primary_and_secondary_200,1363970,1366049,last stage of research study. 
Module_25_Primary_and_secondary_201,1366049,1371419,"Now, we will discuss census and sample survey. "
Module_25_Primary_and_secondary_202,1371419,1376610,Census is a study of population and is performed at regular interview. 
Module_25_Primary_and_secondary_203,1376610,1384870,"In India, census is recorded through survey method at a regular interview interval of ten years. "
Module_25_Primary_and_secondary_204,1384870,1391789,Census method of primary data collection under research is performed where investigator set 
Module_25_Primary_and_secondary_205,1391789,1397600,to collect data among a designated population. 
Module_25_Primary_and_secondary_206,1397600,1405120,"In the case of sample survey, a small portion of the universe that is sample of the entire "
Module_25_Primary_and_secondary_207,1405120,1408620,community under the study is taken. 
Module_25_Primary_and_secondary_208,1408620,1417149,It is assumed that this sample is representative of the whole universe and the findings and 
Module_25_Primary_and_secondary_209,1417149,1422960,the conclusions are attributed to the whole universe. 
Module_25_Primary_and_secondary_210,1422960,1429929,Sample survey is generally performed to collect primary data pertaining to a large group of 
Module_25_Primary_and_secondary_211,1429929,1437350,respondents where responses of a small group are collected to represent whole group. 
Module_25_Primary_and_secondary_212,1437350,1441470,Survey method has a number of advantages. 
Module_25_Primary_and_secondary_213,1441470,1448830,Survey method is assumed to be advantageous to solve immediate prob… to sol… solve 
Module_25_Primary_and_secondary_214,1448830,1454660,immediate problem and is reliable due to its quantitative character. 
Module_25_Primary_and_secondary_215,1454660,1458909,Survey method facilitate scope of future research. 
Module_25_Primary_and_secondary_216,1458909,1465659,It extend its scope to collect data on social problem and activities. 
Module_25_Primary_and_secondary_217,1465659,1473179,Primary data sources are collection of data directly through target respondents. 
Module_25_Primary_and_secondary_218,1473179,1480519,"It may involve interviewing, questionnaire based method, survey or observation method. "
Module_25_Primary_and_secondary_219,1480519,1489140,Researchers or investigators has to approach directly target audience to collection primary 
Module_25_Primary_and_secondary_220,1489140,1491470,sources of information directly. 
Module_25_Primary_and_secondary_221,1491470,1495690,It is very tedious and skill oriented work. 
Module_25_Primary_and_secondary_222,1495690,1502620,Sometimes researchers has to experience the same condition of respondents for collecting information. 
Module_25_Primary_and_secondary_223,1502620,1508650,He or she has to be part of a group and collect information with its own observations. 
Module_25_Primary_and_secondary_224,1508650,1515799,"Now, viewers, we will discuss about the secondary data. "
Module_25_Primary_and_secondary_225,1515799,1521509,"Secondary sources of data play a vital role in the research study, secondary sources of "
Module_25_Primary_and_secondary_226,1521509,1529020,data written statements of records which facilitate information useful for research. 
Module_25_Primary_and_secondary_227,1529020,1538520,Secondary data sources are readymade and recorded during the some authorized agencies or organizations 
Module_25_Primary_and_secondary_228,1538520,1543799,supporting future research programs or progresses. 
Module_25_Primary_and_secondary_229,1543799,1551610,"Secondary sources treated as fast, less expensive, easy assessable source of data collection. "
Module_25_Primary_and_secondary_230,1551610,1557809,It requires no field visit or personal interaction with respondents. 
Module_25_Primary_and_secondary_231,1557809,1560710,Secondary data is so easy to access. 
Module_25_Primary_and_secondary_232,1560710,1568429,"Well, researchers or investigators has to browse library data centers for finding resource "
Module_25_Primary_and_secondary_233,1568429,1572570,pertaining to his research study. 
Module_25_Primary_and_secondary_234,1572570,1578679,"Secondary data source may be published or unpublished form of records, it maybe government "
Module_25_Primary_and_secondary_235,1578679,1584140,or private published or unpublished records. 
Module_25_Primary_and_secondary_236,1584140,1590690,Secondary data bridges the gap between already established result under the previous researchers 
Module_25_Primary_and_secondary_237,1590690,1596409,with research study under consideration during the course of data collection. 
Module_25_Primary_and_secondary_238,1596409,1604360,"Well, secondary data sources are compiled for the purpose other than the research study. "
Module_25_Primary_and_secondary_239,1604360,1612159,"Primary, these are such record compiled for created or published for the purpose of primary "
Module_25_Primary_and_secondary_240,1612159,1616210,research done during creation of such data. 
Module_25_Primary_and_secondary_241,1616210,1624960,"These resources may be personal letters, mem...memories, privilege communication among individual or "
Module_25_Primary_and_secondary_242,1624960,1628720,group of the peoples. 
Module_25_Primary_and_secondary_243,1628720,1634710,Secondary sources are used by researchers immediately after finalization of research 
Module_25_Primary_and_secondary_244,1634710,1639480,problem or setting up hypothesis statement. 
Module_25_Primary_and_secondary_245,1639480,1647889,Secondary sources support designating research plans supporting initiation of research process. 
Module_25_Primary_and_secondary_246,1647889,1654880,Secondary sources are very useful for guiding researchers to direct the method of research 
Module_25_Primary_and_secondary_247,1654880,1659940,must be used for completing research under the study. 
Module_25_Primary_and_secondary_248,1659940,1667570,"Well, in this chart you can see that secondary sources contains a number of writ… written records. "
Module_25_Primary_and_secondary_249,1667570,1673280,"Secondary sources of data may be classified as, secondary sources are classified as internal "
Module_25_Primary_and_secondary_250,1673280,1676429,data source and external data source. 
Module_25_Primary_and_secondary_251,1676429,1682840,"In internal data source, it again further divided into primary documents and external "
Module_25_Primary_and_secondary_252,1682840,1687659,data source is divided into published records and unpublished record. 
Module_25_Primary_and_secondary_253,1687659,1694480,"In in internal data source, under private documents it could be bibliography, it could "
Module_25_Primary_and_secondary_254,1694480,1698879,"be diaries, could be letters and it could be memories. "
Module_25_Primary_and_secondary_255,1698879,1706240,"And in external data source, it is under published records, it is journals and magazines, it "
Module_25_Primary_and_secondary_256,1706240,1712380,"is newspaper, it is Government documents published, it could be annual report, it could be statistical "
Module_25_Primary_and_secondary_257,1712380,1718440,"abstract, it could be census report, mass communication, commission and committee reports, "
Module_25_Primary_and_secondary_258,1718440,1723450,these type of information. 
Module_25_Primary_and_secondary_259,1723450,1728880,"Internal sources – Well, internal sources are private document written by various researchers "
Module_25_Primary_and_secondary_260,1728880,1731009,in the same field. 
Module_25_Primary_and_secondary_261,1731009,1736360,These are such records which gives written evidence about the process of research in 
Module_25_Primary_and_secondary_262,1736360,1738460,the similar past researches. 
Module_25_Primary_and_secondary_263,1738460,1745440,"It includes bibliography, biography, diaries, letters and memories. "
Module_25_Primary_and_secondary_264,1745440,1750520,These resources are generally used in social sciences research. 
Module_25_Primary_and_secondary_265,1750520,1758529,In some cases private or internal resources are useful in experimental research too. 
Module_25_Primary_and_secondary_266,1758529,1764049,These are such responses written or recorded by the past researchers during the course 
Module_25_Primary_and_secondary_267,1764049,1766650,of their past search in similar field. 
Module_25_Primary_and_secondary_268,1766650,1770500,"Now, we will discuss about the external sources. "
Module_25_Primary_and_secondary_269,1770500,1776090,External sources are such records which found either in published or unpublished format. 
Module_25_Primary_and_secondary_270,1776090,1782220,"These are such written records which are published in journal, magazine, newspaper, annual reports, "
Module_25_Primary_and_secondary_271,1782220,1787279,"or government department reports, statistical reports, census report, mass communication "
Module_25_Primary_and_secondary_272,1787279,1790389,"reports, reports published by commission and committees. "
Module_25_Primary_and_secondary_273,1790389,1797370,"So, published records are available in data centers and libraries for reference purposes. "
Module_25_Primary_and_secondary_274,1797370,1803889,Researchers or inve… investigators approach indexing tools to find relevant secondary source. 
Module_25_Primary_and_secondary_275,1803889,1808820,"Now, we will discuss we will discuss about the prerequisite of the use of the secondary "
Module_25_Primary_and_secondary_276,1808820,1809820,data collection. 
Module_25_Primary_and_secondary_277,1809820,1814210,"Well, secondary sources of data treated as most valuable resources. "
Module_25_Primary_and_secondary_278,1814210,1821179,A research study cannot be achieved this result without referring the secondary sources. 
Module_25_Primary_and_secondary_279,1821179,1827169,Selection of relevant secondary sources is very important and tedious task too. 
Module_25_Primary_and_secondary_280,1827169,1833830,Several points should be considered as prerequisite before selection of secondary sources. 
Module_25_Primary_and_secondary_281,1833830,1838570,Suitability of data – Secondary data must be suitable with the scope of the study. 
Module_25_Primary_and_secondary_282,1838570,1843610,The objective of study must be taken in mind while selecting secondary sources. 
Module_25_Primary_and_secondary_283,1843610,1849940,Secondary data must be appropriate and must be referred from the identical previous research 
Module_25_Primary_and_secondary_284,1849940,1854529,study to avoid future inconsistence results. 
Module_25_Primary_and_secondary_285,1854529,1860100,Adequacy – Secondary sources of data under consideration must be evaluated before taken 
Module_25_Primary_and_secondary_286,1860100,1866519,"into consideration, data must be adequate and sufficient to support whole body of research, "
Module_25_Primary_and_secondary_287,1866519,1869409,but not only part thereof. 
Module_25_Primary_and_secondary_288,1869409,1876639,Secondary sources selected must be useful to study part of the researcher of full research study. 
Module_25_Primary_and_secondary_289,1876639,1882960,Inadequacy in collection of secondary data results in inconsistency of future result 
Module_25_Primary_and_secondary_290,1882960,1884460,in research process. 
Module_25_Primary_and_secondary_291,1884460,1890879,"So viewers, in the conclusion, the module has provided detailed overview on various "
Module_25_Primary_and_secondary_292,1890879,1892240,types of data sources. 
Module_25_Primary_and_secondary_293,1892240,1899169,"It explains various types of pli... primary sources under interview method, personal method, "
Module_25_Primary_and_secondary_294,1899169,1902760,"telephonic interview, we have been discussed and has been elaborated. "
Module_25_Primary_and_secondary_295,1902760,1909730,"Well, we have discussed various types of observational method like structured and unstructured method, "
Module_25_Primary_and_secondary_296,1909730,1915059,participation and non-participant observation and controlled and uncontrolled observation 
Module_25_Primary_and_secondary_297,1915059,1918759,method for collecting primary data we have discussed. 
Module_25_Primary_and_secondary_298,1918759,1924230,"On the other side, we have discussed structured, non-structured, open ended, closed ended and "
Module_25_Primary_and_secondary_299,1924230,1928960,mixed questionnaire of primary data collection. 
Module_25_Primary_and_secondary_300,1928960,1934759,"And various types of survey method like general, specific, regular, adhoc, primary, and final, "
Module_25_Primary_and_secondary_301,1934759,1938590,census and sample method have been discussed in this module. 
Module_25_Primary_and_secondary_302,1938590,1943460,"So, this module is well informed about the secondary data as well to you. "
Module_25_Primary_and_secondary_303,1943460,1948750,"Internal document including, biographies, diaries, letters and memories and external "
Module_25_Primary_and_secondary_304,1948750,1953759,"data sources, published records and published records are discussed. "
Module_25_Primary_and_secondary_305,1953759,1959259,So after reading the module researcher would you researchers you would be well equipped 
Module_25_Primary_and_secondary_306,1959259,1963309,with various types of data sources with following learning outcomes. 
Module_25_Primary_and_secondary_307,1963309,1968260,"Familiarity with various types of primary sources, data collection through various mode, "
Module_25_Primary_and_secondary_308,1968260,1971559,familiarity with various types of secondary sources. 
Module_25_Primary_and_secondary_309,1971559,1978440,"So, viewers, I hope you like this module and you will get a lot of benefit out of this "
Module_25_Primary_and_secondary_310,1978440,1981350,module while you are doing your research work. 
Module_25_Primary_and_secondary_311,1981350,1983809,Best of luck for your future and your exams. 
Module_25_Primary_and_secondary_312,1983809,1985259,Thank you so much! 
Module_26_Survey_Method_0,580,1899,Hello everyone. 
Module_26_Survey_Method_1,1899,2899,Welcome back. 
Module_26_Survey_Method_2,2899,3899,How are you doing? 
Module_26_Survey_Method_3,3899,6870,We are back on a new topic called Survey Method. 
Module_26_Survey_Method_4,6870,9550,"If you remember, I am Dr. Ritu Sharma. "
Module_26_Survey_Method_5,9550,11860,We have discussed many topics before. 
Module_26_Survey_Method_6,11860,15219,"And today, I am going to discuss a new topic called Survey Method. "
Module_26_Survey_Method_7,15219,21800,Survey Method is a very simple and common technique of data collection or research methodology. 
Module_26_Survey_Method_8,21800,29369,So the learning objective in this module would be to understand this concept of Survey Methods 
Module_26_Survey_Method_9,29369,34610,"and then to see how many types of Survey Methods are there, what is the history behind it and "
Module_26_Survey_Method_10,34610,38060,what kind of steps have been taken in conducting a survey. 
Module_26_Survey_Method_11,38060,42940,Then there are various data collection techniques as well which are part of survey. 
