wav_filename,wav_filesize,transcript
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_19_Qualitative_Research_312.wav,188524,"may have to code some power and control over the research processes, and may be required "
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_19_Qualitative_Research_313.wav,171244,to compromise some aspect of the proposed research strategy. 
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_19_Qualitative_Research_314.wav,190764,Social access requires the researcher to gain a vantage point through which he or she can 
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_19_Qualitative_Research_315.wav,170604,view the world as it is seen from the perspective of the people being studied. 
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_19_Qualitative_Research_316.wav,173164,"Having physical access to a site is one thing, but if particular aspect of the life world "
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_19_Qualitative_Research_317.wav,179564,"under investigation are kept secret from the researcher by a suspicion community, then "
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_19_Qualitative_Research_318.wav,177964,the data acquired will be at best represent only a partial account of the real world of 
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_19_Qualitative_Research_319.wav,48684,the culture of organisation. 
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_19_Qualitative_Research_320.wav,205804,"Finally, there is a stage of recording the behaviour and events that form the basis of "
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_19_Qualitative_Research_321.wav,33004,the research data. 
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_19_Qualitative_Research_322.wav,218284,The ethnographer will aim to record data from her or his observation in the form of field notes. 
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_19_Qualitative_Research_323.wav,188204,"These will be descriptive accounts of what has been seen and heard, reflective analytical "
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_19_Qualitative_Research_324.wav,207724,"notes that focus on then… the themes and patterns that emerge from data, and also methodological "
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_19_Qualitative_Research_325.wav,125804,observation such as ethical issues and field strategies. 
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_19_Qualitative_Research_326.wav,182124,"In general, researcher should aim to take full field notes immediately after an observation "
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_19_Qualitative_Research_327.wav,84204,session has been completed. 
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_19_Qualitative_Research_328.wav,172844,"Such notes should include details about the settings perhaps, maps or diagrams or rooms, "
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_19_Qualitative_Research_329.wav,61164,where the action has been observed. 
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_19_Qualitative_Research_330.wav,218604,"Events, people’s behaviour, and talk notes will usually be recorded chronologically and "
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_19_Qualitative_Research_331.wav,141164,full details about the date and time of the observed actions. 
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_19_Qualitative_Research_332.wav,168684,They may also include initial impressions and thoughts about the field work sessions 
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_19_Qualitative_Research_333.wav,117484,as well as interpretation and analytical observation. 
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_19_Qualitative_Research_334.wav,200684,"Conducting qualitative research online – As techno… technology develops, video conferencing "
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_19_Qualitative_Research_335.wav,181164,hardware and software in becoming more widely available and this would seem like the best 
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_19_Qualitative_Research_336.wav,216684,way to overcoming problems associated with typing speed and the technical difficulties. 
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_19_Qualitative_Research_337.wav,191404,"However, this still requires that participants have the requisite set-up at the, at their "
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_19_Qualitative_Research_338.wav,132204,end in order for it to work successfully. 
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_19_Qualitative_Research_339.wav,192684,"At present, there appears to be a more talk of the future possibilities that video conferencing "
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_19_Qualitative_Research_340.wav,146924,might offer than its actual use in qualitative research. 
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_19_Qualitative_Research_341.wav,189164,"There may even be a preference for sticking with text based communication, since one of "
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_19_Qualitative_Research_342.wav,209964,the great advantage is that it cuts on the need to transcribe after the events. 
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_19_Qualitative_Research_343.wav,202284,There is also a large debate around the additional anonymity afforded by text based communication. 
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_19_Qualitative_Research_344.wav,231724,"First though, we shall turn to a method, which raises a number of questions about whether, "
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_19_Qualitative_Research_345.wav,143084,what happens online constitutes ‘real’ behaviour that of online observation. 
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_19_Qualitative_Research_346.wav,195564,"Observing ‘virtual’ behaviour – From an ethnographic point of view, social networking "
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_19_Qualitative_Research_347.wav,224364,"sites and virtual communities of offer us insights into how people shapes their identities, "
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_19_Qualitative_Research_348.wav,199404,how they interact with one another and importantly how they shape their environment. 
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_19_Qualitative_Research_349.wav,211244,"Space, just like a space, lacks meaning or connection until people makes it their own. "
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_19_Qualitative_Research_350.wav,83244,A space then becomes a ‘place’. 
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_19_Qualitative_Research_351.wav,221164,"The ways in which users can define their place in virtual world, by customising layouts or "
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_19_Qualitative_Research_352.wav,209324,"even selecting furniture or a virtual house, tells us something about how people construct "
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_19_Qualitative_Research_353.wav,120044,meaningful lived experiences. 
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_19_Qualitative_Research_354.wav,189804,"For the qualitative researcher, new technology offer both useful tai… tools and in also "
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_19_Qualitative_Research_355.wav,82284,intriguing topics for investigation. 
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_19_Qualitative_Research_356.wav,196844,"When using online researcher techniques, all the issues that are discussed in the following "
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_19_Qualitative_Research_357.wav,209644,"section apply, but issues of communication, meaning and identifi… identity must also "
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_19_Qualitative_Research_358.wav,84204,be given additional consideration. 
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_19_Qualitative_Research_359.wav,220524,"The practical issue of access to a large pool of data, reduction in transcript time and "
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_19_Qualitative_Research_360.wav,178604,"increase participation by excluding groups, offer very attractive advantages. "
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_19_Qualitative_Research_361.wav,213484,"However, conducting qualitative research online is not merely a matter of transporting conventional "
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_19_Qualitative_Research_362.wav,185644,"techniques to the online world, it requires the exploration of a whole new set of methodological "
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_19_Qualitative_Research_363.wav,63724,and ontological issues. 
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_19_Qualitative_Research_364.wav,190764,"Issues in conducting qualitative research studies – There is a issue of validity, "
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_19_Qualitative_Research_365.wav,150444,"reliability, which we have already done in the other module, so we will straight away "
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_19_Qualitative_Research_366.wav,37484,go to the access. 
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_19_Qualitative_Research_367.wav,174124,Often the researcher will have to negotiate the access to the settings or people to be 
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_19_Qualitative_Research_368.wav,77164,researched with the number of gatekeepers. 
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_19_Qualitative_Research_369.wav,229484,"For instance, a study on bullying at school may involve the researchers engaging in lengthy "
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_19_Qualitative_Research_370.wav,224364,"discussion and negotiation with the particular local education author… authority, the school, "
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_19_Qualitative_Research_371.wav,168364,"governors, the head teachers, the heads of the departments, school teachers, parents "
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_19_Qualitative_Research_372.wav,70124,and the pupils themselves. 
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_19_Qualitative_Research_373.wav,193324,The likelihood that the researcher may need to compromise the research questions and or 
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_19_Qualitative_Research_374.wav,233964,general methodological approach in order to gain permission from these actors to conduct 
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_19_Qualitative_Research_375.wav,46124,the research. 
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_19_Qualitative_Research_376.wav,165164,"However, the issue of political constraint is that of the confront both qualitative, "
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_19_Qualitative_Research_377.wav,111724,as well as quantitative research studies. 
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_19_Qualitative_Research_378.wav,63404,Then comes the question of ethics. 
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_19_Qualitative_Research_379.wav,170924,This is a particularly important issue in qualitative research where there is a significant 
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_19_Qualitative_Research_380.wav,224684,"potential for misleading people, pretending to be genuinely interested, using contacts "
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_19_Qualitative_Research_381.wav,159724,"to gain confidential information, betraying confidence and consequentiality. "
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_19_Qualitative_Research_382.wav,225644,"While physical harm may not be intended within a research design, psychological harm may "
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_19_Qualitative_Research_383.wav,222764,arise at any time through the investigation of sensitive issue that may induce stress or anxiety. 
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_19_Qualitative_Research_384.wav,217324,The researcher must take whatever steps necessary to ensure that ethical conventions are not 
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_19_Qualitative_Research_385.wav,177964,"broken, respecting both those who participate in the study, as well as new generations of "
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_19_Qualitative_Research_386.wav,202604,"ris… researchers whose tasks maybe, made all the more arduous, if earlier researchers "
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_19_Qualitative_Research_387.wav,231404,have damaged relationship in the field through in inses… insensitive and ethical unsound practices. 
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_19_Qualitative_Research_388.wav,121964,Reflexivity is another thing that we need to keep in mind. 
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_19_Qualitative_Research_389.wav,204844,One way of addressing these issues is to keep rolling ‘critical log’ or reflex… reflexive 
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_19_Qualitative_Research_390.wav,194924,diary for all aspects of the research process including your value and assumption and the 
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_19_Qualitative_Research_391.wav,121676,way in which you observe that they may be impacting upon the researcher. 
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_19_Qualitative_Research_392.wav,218572,"The choices you make in the research, the strategy you develop in the course of the "
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_19_Qualitative_Research_393.wav,193644,"research, the various roles that you adopt, the relationship with the people you observe, "
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_19_Qualitative_Research_394.wav,181484,"any evidence of reactivity, the context of data collection, physical, social and temporal "
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_19_Qualitative_Research_395.wav,126732,that you think may affect the data gather gathered. 
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_19_Qualitative_Research_396.wav,256076,"The processes of gaining access to the research field, the negotiations you make along the "
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_19_Qualitative_Research_397.wav,208684,"way, and the impact that this has on you initial research design and plans. "
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_19_Qualitative_Research_398.wav,237804,"Finally, after understanding the all the processes of qualitative research, and the issues that "
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_19_Qualitative_Research_399.wav,201004,"we need to keep in mind whis… let us summarise, summarise whatever we have studied. "
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_19_Qualitative_Research_400.wav,177932,"The method that qualitative research tend to use are varied in character, ranging from "
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_19_Qualitative_Research_401.wav,166124,in-depth personal or group interviews through to the participant observation. 
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_19_Qualitative_Research_402.wav,138924,The defining characteristics of these and other qualitative research method is that 
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_19_Qualitative_Research_403.wav,188524,"when compared to quantitative methods, they are methods, they are relatively unstructured. "
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_19_Qualitative_Research_404.wav,162284,"Perhaps, just an importantly in understanding, what is meant by qualitative research approach "
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_19_Qualitative_Research_405.wav,117196,"is that, it uses method and sources of data flexibility. "
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_19_Qualitative_Research_406.wav,210252,"So, while the methods mentioned above are those that are arguably most commonly used "
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_19_Qualitative_Research_407.wav,183724,"qualitative research studies, researcher working in this tradition are likely to use whatever "
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_19_Qualitative_Research_408.wav,197196,"other sources of data, such as minutes of the meeting or method including highly structured "
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_19_Qualitative_Research_409.wav,222764,"questionnaire, they consider are likely to assist them in their quest for understanding and meaning.  "
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_19_Qualitative_Research_410.wav,207404,There are a number of issue that researcher must consider when using a broadly qualitative 
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_19_Qualitative_Research_411.wav,181132,"research approach, if they are to convince readers and fellow professional and academics "
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_19_Qualitative_Research_412.wav,121996,that the findings from their study are credible and plausible. 
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_19_Qualitative_Research_413.wav,112364,"Chiefly, these concern issue to do with validity, access, ethics, and reflexivity. "
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_19_Qualitative_Research_414.wav,274924,"So, students, I think it will be of a great help to you and you have a thorough understanding "
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_19_Qualitative_Research_415.wav,40044,of the qualitative methods. 
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_19_Qualitative_Research_416.wav,181484,To understand the quanity… quantitative methods please refer to the module on quantitative methods. 
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_19_Qualitative_Research_417.wav,172,Thank you so much. 
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_9_Quatitative_Research_0.wav,101484,"Dear students, I am Doctor. Manish Singh. "
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_9_Quatitative_Research_1.wav,177004,"I am from Doctor. Ram Manohar Lohiya National Law University, Lucknow. "
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_9_Quatitative_Research_2.wav,175404,I’ll discuss the module on ‘Quantitative Research’. 
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_9_Quatitative_Research_3.wav,282284,"When one thinks of quantitative methods, he or she probably have specific things in mind. "
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_9_Quatitative_Research_4.wav,250604,"He or she will probably be thinking of statistics, numbers and may be feeling somewhat apprehensive "
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_9_Quatitative_Research_5.wav,169004,because one think that quantitative methods are difficult. 
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_9_Quatitative_Research_6.wav,248044,Apart from the last one all these thoughts capture some of the essence of quantitative methods. 
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_9_Quatitative_Research_7.wav,262764,"The aim is to understand the quantitative method of research, its meaning, its role, "
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_9_Quatitative_Research_9.wav,302764,The present module helps you understand the meaning and nature of quantitative research. 
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_9_Quatitative_Research_10.wav,177644,It also helps you understand its relationship with the qualitative research. 
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_9_Quatitative_Research_12.wav,258284,The module will also expose differences between qualitative and quantitative research. 
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_9_Quatitative_Research_13.wav,187244,It also let you understand the importance and meaning of it by way of an illustrative 
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_9_Quatitative_Research_15.wav,122924,What is quantitative research? 
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_9_Quatitative_Research_16.wav,192684,Quantitative research is a systematic investigation of quantitative properties. 
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_9_Quatitative_Research_17.wav,255084,"Their observable occurrence and relationship, it involves the use of methodological techniques "
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_9_Quatitative_Research_18.wav,245804,"that represent the human experience in numerical categories, sometimes referred to as statistics. "
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_9_Quatitative_Research_19.wav,231724,Personal abilities and personality traits can be quantitative property. 
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_9_Quatitative_Research_20.wav,188844,"In quantitative research, relationship between an independent and dependent variable in a "
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_9_Quatitative_Research_21.wav,122604,population is determined. 
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_9_Quatitative_Research_22.wav,193644,Quantitative research method can be descriptive or experimental. 
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_9_Quatitative_Research_23.wav,185004,"In former quantitative research, subjects are usually measured once. "
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_9_Quatitative_Research_24.wav,232044,A descriptive study establishes only associations between variables. 
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_9_Quatitative_Research_25.wav,297004,In experimental quantitative research subjects are measured before and after a treatment. 
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_9_Quatitative_Research_26.wav,165804,An experimental research establishes causality. 
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_9_Quatitative_Research_27.wav,124204,Quantitative research is designed to test hypothesis. 
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_9_Quatitative_Research_28.wav,242924,"Factors to be considered in assessing quantitative research designs include external validity, "
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_9_Quatitative_Research_29.wav,225324,"the construction of the sample, the presence of confounding factors, the appropriateness "
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_9_Quatitative_Research_30.wav,226924,"of the pool from which the sample is drawn, selection effects that may arise in forming "
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_9_Quatitative_Research_31.wav,254444,"a sample, the generalizability of the findings, the falsifiability of the hypothesis to be "
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_9_Quatitative_Research_32.wav,196844,tested and the replicability of the study. 
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_9_Quatitative_Research_33.wav,256364,"These factors center on whether or not the test conditions whether experimental, a survey "
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_9_Quatitative_Research_34.wav,227244,or an aggregate dataset accurately mirror broader reality. 
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_9_Quatitative_Research_35.wav,270444,This analysis will only produce valid results if the data are of high quality in the first place. 
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_9_Quatitative_Research_36.wav,301164,"Now, we will dissect the definition of quantitative research to understand it more clearly. "
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_9_Quatitative_Research_37.wav,217324,Quantitative research is explaining phenomena by collecting numerical data that are analyzed 
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_9_Quatitative_Research_38.wav,118124,using mathematically based methods. 
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_9_Quatitative_Research_39.wav,171884,The first part of the definition is about explaining phenomena. 
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_9_Quatitative_Research_40.wav,210924,"This is the key essence of every research, be it quantitative or qualitative. "
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_9_Quatitative_Research_41.wav,117484,We seek answers to phenomenas. 
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_9_Quatitative_Research_42.wav,217644,"In law there could be questions like what factors influence people to commit theft, "
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_9_Quatitative_Research_43.wav,249644,whether our present system is reforming the prisoners or not and so on. 
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_9_Quatitative_Research_44.wav,215692,The specificity of quantitative research lies in the second part of the definition. 
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_9_Quatitative_Research_45.wav,154956,In quantitative research we collect numerical data. 
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_9_Quatitative_Research_46.wav,197484,"This is closely connected to the last part of the definition, analysis using mathematically "
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_9_Quatitative_Research_47.wav,76204,based methods. 
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_9_Quatitative_Research_48.wav,262124,"In order to be able to use mathematically based methods, our data has to be in numerical form. "
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_9_Quatitative_Research_49.wav,219564,"This is not the case for qualitative research, therefore as quantitative research is essentially "
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_9_Quatitative_Research_50.wav,202284,"about collecting numerical data to explain a particular phenomena, particular questions "
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_9_Quatitative_Research_51.wav,200044,seem immediately suited to being answered using quantitative methods. 
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_9_Quatitative_Research_52.wav,238444,How many prisoners didn't display recidivist tendency after serving their imprisonment? 
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_9_Quatitative_Research_53.wav,211212,What was the timeline in disposal of cases relating to rape against women? 
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_9_Quatitative_Research_54.wav,283884,"Now to answer the question, when do we use quantitative methods, there are four main "
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_9_Quatitative_Research_55.wav,175116,types of research questions that quantitative research is particularly suited to finding 
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_9_Quatitative_Research_56.wav,67884,an answer to. 
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_9_Quatitative_Research_57.wav,170924,"First, one that demands a quantitative answer. "
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_9_Quatitative_Research_58.wav,219852,"Examples are, “How many patents were granted to Indian multinational companies post two "
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_9_Quatitative_Research_59.wav,204236,thousand five amendment in The Patent Act of nineteen seventy?” or “How many under 
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_9_Quatitative_Research_60.wav,170604,trials are languishing in jail for more than ten years?” 
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_9_Quatitative_Research_61.wav,200044,That we need to use quantitative research to answer this question is obvious. 
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_9_Quatitative_Research_62.wav,173164,Qualitative non-numerical methods will obviously not provide the researcher with the numerical 
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_9_Quatitative_Research_63.wav,50924,answer we want. 
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_9_Quatitative_Research_64.wav,252204,"Secondly, numerical change can likewise accurately be studied only by using quantitative methods. "
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_9_Quatitative_Research_65.wav,223372,Are the numbers of students joining the school has improved due to education policy and legal reforms? 
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_9_Quatitative_Research_66.wav,154316,The researcher needs to undertake a qualitative study to find out. 
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_9_Quatitative_Research_67.wav,233324,"Thirdly, in order to find out about the state of something or other, the researcher often "
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_9_Quatitative_Research_68.wav,94732,wants to explain phenomena. 
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_9_Quatitative_Research_69.wav,124556,What factors predict the judicial outcomes? 
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_9_Quatitative_Research_70.wav,163884,What factors are related to pendency of cases in the courts? 
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_9_Quatitative_Research_71.wav,225324,These kinds of question can only be studied successfully by quantitative methods. 
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_9_Quatitative_Research_72.wav,236172,"Fourthly, quantitative research is specially suited in the testing of hypothesis. "
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_9_Quatitative_Research_73.wav,271724,"We might want to explain something, for example, whether there is a relationship between convicts "
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_9_Quatitative_Research_74.wav,121996,and their self-esteem and social background? 
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_9_Quatitative_Research_75.wav,242924,"We could look at the theory and come up with the hypothesis that weaker, social, economic "
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_9_Quatitative_Research_76.wav,210284,background leads to low self-esteem which would in turn be related to the tendency to 
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_9_Quatitative_Research_77.wav,155212,commit crime. 
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_9_Quatitative_Research_78.wav,189196,What is the relationship between quantitative and qualitative research? 
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_9_Quatitative_Research_79.wav,245804,"Conversely, qualitative research provides detailed description and analysis of the quality "
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_9_Quatitative_Research_80.wav,80044,or the substance of the human experience. 
